display_name,search_name,mailing_address,city,state,zip,feid_number,feid_suffix,elt_customer_number,phone,email,payoff_website,lien_release_notes,elt_notes,search_aliases,last_verified_date,internal_notes,source
"HUSTON AUTOMOTIVE HOLDINGS, INC.",HUSTON AUTOMOTIVE HOLDINGS,19510 HWY 27,LAKE WALES,FL,33853,592395103,2,235667585,,,,,,,,,Florida ELT / Lienholder Source List
HUSTON MOTORS INC,HUSTON MOTORS,19510 HWY 27,LAKE WALES,FL,33853,592850291,2,235667553,,,,,,,,,Florida ELT / Lienholder Source List
HWY 25 AUTO SALES INC,HWY 25 AUTO SALES,2106 WINGER AVE,HAINES CITY,FL,33844,994108046,2,628156271,,,,,,,,,Florida ELT / Lienholder Source List
HWY 27 AUTO SALES LLC,HWY 27 AUTO SALES,PO BOX 957,DAVENPORT,FL,33836,274271286,2,233760845,,,,,,,,,Florida ELT / Lienholder Source List
HWY 50 AUTO SALES INC,HWY 50 AUTO SALES,PO BOX 784,WEBSTER,FL,33597,208791530,2,233856043,,,,,,,,,Florida ELT / Lienholder Source List
HWY MOTORS 40 LLC,HWY MOTORS 40,5841 W HWY 40,OCALA,FL,34482,461034825,2,235042013,,,,,,,,,Florida ELT / Lienholder Source List
HWY MOTORS INC,HWY MOTORS,2260 SW 135TH ST,OCALA,FL,34473,593499222,1,234064053,,,,,,,,,Florida ELT / Lienholder Source List
"HWY90 MOTORS, LLC",HWY90 MOTORS,5054 HIGHWAY 90,PACE,FL,32571,821741441,2,252402827,,,,,,,,,Florida ELT / Lienholder Source List
"HY-TECH AUTO SALE AND EXPORT, LLC.",HY TECH AUTO SALE AND EXPORT,4701 SW 45TH ST BLDG 4 BAY 29,DAVIE,FL,33314,810804159,2,246059883,,,,,,,,,Florida ELT / Lienholder Source List
"HYLTON AUTO SALES, LLC.",HYLTON AUTO SALES,12101 N NEBRASKA AVE STE C,TAMPA,FL,33612,800150282,2,241636899,,,,,,,,,Florida ELT / Lienholder Source List
HYPER DEALS AUTO SALES CORP,HYPER DEALS AUTO SALES,4960 SW 52ND ST # 419,DAVIE,FL,33314,263686347,2,233566777,,,,,,,,,Florida ELT / Lienholder Source List
HYPEREXOTICS LLC,HYPEREXOTICS,4020 SW 104TH AVE,MIAMI,FL,33165,991889306,2,629285017,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI CAPITAL AMERICA DBA GENESIS FINANCE,HYUNDAI CAPITAL AMERICA DBA GENESIS FINANCE,PO BOX 30205,COLLEGE STATION,TX,77842,330369347,13,247964579,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI CAPITAL AMERICA DBA HYUNDAI MOTOR FINANCE,HYUNDAI CAPITAL AMERICA DBA HYUNDAI MOTOR FINANCE,PO BOX 30205,COLLEGE STATION,TX,77842,330369347,1,201131424,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI CAPITAL AMERICA DBA KIA FINANCE AMERICA,HYUNDAI CAPITAL AMERICA DBA KIA FINANCE AMERICA,PO BOX 30208,COLLEGE STATION,TX,77842,330369347,2,218158473,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI EVERDIGM AMERICA INC,HYUNDAI EVERDIGM AMERICA,69 NEWNAN SOUTH INDUSTRIAL DR,NEWNAN,GA,30263,474558409,2,611815975,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI LEASE TITLING TRUST,HYUNDAI LEASE TITLING TRUST,PO BOX 30205,COLLEGE STATION,TX,77842,330369347,9,232470253,,,,,,,,,Florida ELT / Lienholder Source List
HYUNDAI TRANSLEAD TRAILER FINANCE,HYUNDAI TRANSLEAD TRAILER FINANCE,655 BUSINESS CENTER DR,HORSHAM,PA,19044,221146430,26,602657661,,,,,,,,,Florida ELT / Lienholder Source List
I & B AUTO SALES CORP,I B AUTO SALES,12190 NW 98TH AVE,HIALEAH,FL,33018,812174177,2,247100627,,,,,,,,,Florida ELT / Lienholder Source List
"I & C EARTHMOVERS, CORP",I C EARTHMOVERS,13436 SW 19TH LN,MIAMI,FL,33175,650861113,2,263567845,,,,,,,,,Florida ELT / Lienholder Source List
I C U RIDE AUTO DEALERSHIP LLC,I C U RIDE AUTO DEALERSHIP,PO BOX 1242,ORANGE PARK,FL,32067,463784848,2,237713179,,,,,,,,,Florida ELT / Lienholder Source List
I CENTER LLC,I CENTER,PO BOX 23608,OAKLAND PARK,FL,33307,822595529,1,257362295,,,,,,,,,Florida ELT / Lienholder Source List
I DRIVE USA CORP,I DRIVE USA,17330 S DIXIE HWY,PALMETTO BAY,FL,33157,463810453,2,237745735,,,,,,,,,Florida ELT / Lienholder Source List
"I KNOW A GUY AUTO SALES, LLC",I KNOW A GUY AUTO SALES,4936 US HIGHWAY 92 E,LAKELAND,FL,33801,853110849,2,601928811,,,,,,,,,Florida ELT / Lienholder Source List
I LOVE MY CLEAN CAR LLC,I LOVE MY CLEAN CAR,1489 DERBYSHIRE RD,DAYTONA BEACH,FL,32117,851295927,2,621803311,,,,,,,,,Florida ELT / Lienholder Source List
"I MOTORS, INC",I MOTORS,1529 S ADAMS ST,TALLAHASSEE,FL,32301,464473784,2,238136617,,,,,,,,,Florida ELT / Lienholder Source List
I NEEED A CAR MIAMI INC DBA GABLES MOTORS,I NEEED A CAR MIAMI DBA GABLES MOTORS,4751 W FLAGLER ST,CORAL GABLES,FL,33134,842691174,2,262365679,,,,,,,,,Florida ELT / Lienholder Source List
I TRADER INC,I TRADER,PO BOX 15494,PLANTATION,FL,33318,453168012,2,233566797,,,,,,,,,Florida ELT / Lienholder Source List
I-75 AUTOS,I 75 AUTOS,4450 PET LN STE 115,LUTZ,FL,33559,814103132,2,263781035,,,,,,,,,Florida ELT / Lienholder Source List
"I-95 AUTO BROKERS, INC",I 95 AUTO BROKERS,5061 S STATE ROAD 7 STE 601,DAVIE,FL,33314,455021321,2,237681111,,,,,,,,,Florida ELT / Lienholder Source List
I-TOWING CORP,I TOWING,2715 GARFIELD ST,HOLLYWOOD,FL,33020,471428254,2,244613919,,,,,,,,,Florida ELT / Lienholder Source List
I. B. E. W. LOCAL #5 FCU,I B E W LOCAL 5 FCU,5 HOT METAL ST STE 201,PITTSBURGH,PA,15203,237412556,1,257167915,,,,,,,,,Florida ELT / Lienholder Source List
"I. R. R. AUTO SALES, LLC",I R R AUTO SALES,701 S FRENCH AVE,SANFORD,FL,32771,900827498,1,237397941,,,,,,,,,Florida ELT / Lienholder Source List
I. V. O. L. DISCOUNT I CORP,I V O L DISCOUNT I,261 UNIONDALE AVE,UNIONDALE,NY,11553,412132849,1,234249189,,,,,,,,,Florida ELT / Lienholder Source List
I90 FINANCIAL LLC,I90 FINANCIAL,200 CONTINENTAL DR STE 401,NEWARK,DE,19713,934858494,2,625448033,,,,,,,,,Florida ELT / Lienholder Source List
IAA CREDIT UNION,IAA CREDIT UNION,808 IAA DR,BLOOMINGTON,IL,61701,376031888,3,231878431,,,,,,,,,Florida ELT / Lienholder Source List
IAC INC,IAC,138 ORANGE ST,NEW HAVEN,CT,6510,61278157,3,256029419,,,,,,,,,Florida ELT / Lienholder Source List
"IAN AUTO SALES, LLLP",IAN AUTO SALES LLLP,146 LEA AVE,LONGWOOD,FL,32750,871465780,2,613314271,,,,,,,,,Florida ELT / Lienholder Source List
IAN AUTO SOLUTIONS LLC,IAN AUTO SOLUTIONS,8333 E COLONIAL DR STE C,ORLANDO,FL,32817,920654352,2,623221891,,,,,,,,,Florida ELT / Lienholder Source List
IBAS ALLIANCE LLC,IBAS ALLIANCE,6101 NW 74TH AVE,MIAMI,FL,33166,832761802,1,602335029,,,,,,,,,Florida ELT / Lienholder Source List
IBC FLORIDA INVESTMENT AND BUSINESS CONSULTING LLC,IBC FLORIDA INVESTMENT AND BUSINESS CONSULTING,1800 S ORANGE BLOSSOM TRL STE A,ORLANDO,FL,32805,384002625,2,258738415,,,,,,,,,Florida ELT / Lienholder Source List
IBD MOTORSPORTS,IBD MOTORSPORTS,6077 ANGLIA DR,JACKSONVILLE,FL,32244,464622766,2,256894725,,,,,,,,,Florida ELT / Lienholder Source List
IBERIA BANK,IBERIA BANK,315 E ROBINSON ST STE 100,ORLANDO,FL,32801,592222038,8,233691831,,,,,,,,,Florida ELT / Lienholder Source List
IBERIA BANK,IBERIA BANK,3625 CUMBERLAND BLVD SE STE 220,ATLANTA,GA,30339,260062776,1,235186909,,,,,,,,,Florida ELT / Lienholder Source List
IBERIA BANK,IBERIA BANK,P O BOX 12440,NEW IBERIA,LA,70562,720218470,6,202765256,,,,,,,,,Florida ELT / Lienholder Source List
IBERIA TRADING GROUP INC,IBERIA TRADING GROUP,6231 HANSEL AVE,ORLANDO,FL,32809,455411142,2,233566869,,,,,,,,,Florida ELT / Lienholder Source List
IBERIABANK,IBERIABANK,1111 BRICKEL AVE,MIAMI,FL,33131,591538315,8,234295393,,,,,,,,,Florida ELT / Lienholder Source List
IBERIABANK,IBERIABANK,600 WILKINSON ST # 100,ORLANDO,FL,32803,263121628,2,225631979,,,,,,,,,Florida ELT / Lienholder Source List
IBERIABANK,IBERIABANK,PO BOX 24897,TAMPA,FL,33623,592331908,2,233648035,,,,,,,,,Florida ELT / Lienholder Source List
IBEW 26 FEDERAL CREDIT UNION,IBEW 26 FEDERAL CREDIT UNION,4371 PARLIAMENT PL STE C,LANHAM,MD,20706,530243803,1,236119941,,,,,,,,,Florida ELT / Lienholder Source List
IBEW LOCAL #56 FCU,IBEW LOCAL 56 FCU,962 W 20TH ST,ERIE,PA,16502,243381065,1,627763471,,,,,,,,,Florida ELT / Lienholder Source List
IBEW LU 712 FCU,IBEW LU 712 FCU,217 SASSAFRAS LN,BEAVER,PA,15009,251154131,1,205296599,,,,,,,,,Florida ELT / Lienholder Source List
"IBIS AMERICA, INC DBA AUTO BROKERS OF AMERICA",IBIS AMERICA DBA AUTO BROKERS OF AMERICA,512 W 23RD ST,PANAMA CITY,FL,32405,593746664,3,233939647,,,,,,,,,Florida ELT / Lienholder Source List
IC FEDERAL CREDIT UNION,IC FEDERAL CREDIT UNION,300 BEMIS RD,FITCHBURG,MA,1420,41328710,1,208427661,,,,,,,,,Florida ELT / Lienholder Source List
ICAR FLORIDA INC,ICAR FLORIDA,3226 MACINTOSH RD,LAND O LAKES,FL,34639,831569477,2,256787097,,,,,,,,,Florida ELT / Lienholder Source List
ICARS OF ORLANDO LLC,ICARS OF ORLANDO,333 FRANKLIN ST STE 10,OCOEE,FL,34761,843057971,2,265471261,,,,,,,,,Florida ELT / Lienholder Source List
ICARS SALES AND FINANCE CORP.,ICARS SALES AND FINANCE,550 BUSINESS PKWY BAY # 9,ROYAL PALM BEACH,FL,33411,453639680,2,233715357,,,,,,,,,Florida ELT / Lienholder Source List
"ICHIBAN CONSULTING, INC",ICHIBAN CONSULTING,20841 JOHNSON ST STE 116PEMBRO,PEMBROKE PINES,FL,33029,800161587,1,239211963,,,,,,,,,Florida ELT / Lienholder Source List
ICON CREDIT UNION,ICON CREDIT UNION,1010 N ROSE ST,BOISE,ID,83703,820209467,2,235984559,,,,,,,,,Florida ELT / Lienholder Source List
"ICON MOTORS, LLC",ICON MOTORS,7262 NW 54TH ST,MIAMI,FL,33166,463471564,2,236551347,,,,,,,,,Florida ELT / Lienholder Source List
ICON TRUCKS LLC,ICON TRUCKS,2555 NE 206 LN,MIAMI,FL,33180,834666724,2,261947329,,,,,,,,,Florida ELT / Lienholder Source List
ICONIC AUTO SALES,ICONIC AUTO SALES,415A N US HIGHWAY 1,FORT PIERCE,FL,34950,831856842,2,257780749,,,,,,,,,Florida ELT / Lienholder Source List
ICYBERAUTO,ICYBERAUTO,2400 DAVIS BLVD STE 103,NAPLES,FL,34104,844111668,2,263566521,,,,,,,,,Florida ELT / Lienholder Source List
ID AUTOS,ID AUTOS,2931 W FAIRFIELD DR,PENSACOLA,FL,32505,471274791,1,239631229,,,,,,,,,Florida ELT / Lienholder Source List
ID ORLANDO LLC DBA JVL CARS,ID ORLANDO DBA JVL CARS,5293 S ORANGE BLOSSOM TRL,ORLANDO,FL,32839,384152682,2,600497289,,,,,,,,,Florida ELT / Lienholder Source List
IDA ACCEPTANCE360 LLC,IDA ACCEPTANCE360,3091 GOVERNORS LAKE DR STE 550,PEACHTREE CORNERS,GA,30071,873510404,1,626796749,,,,,,,,,Florida ELT / Lienholder Source List
IDA EQUIPMENT EXPORT INC,IDA EQUIPMENT EXPORT,5612 NW 8TH ST,MARGATE,FL,33063,202705160,4,259648445,,,,,,,,,Florida ELT / Lienholder Source List
IDA LLC,IDA,3091 GOVERORS LAKE DR STE 550,PEACHTREE CORNERS,GA,30071,550844240,1,217046521,,,,,,,,,Florida ELT / Lienholder Source List
IDAHO CENTRAL CREDIT UNION,IDAHO CENTRAL CREDIT UNION,PO BOX 2469,POCATELLO,ID,83206,820217065,2,233363089,,,,,,,,,Florida ELT / Lienholder Source List
IDAHO FARM BUREAU FINANCIAL SERVICES,IDAHO FARM BUREAU FINANCIAL SERVICES,PO BOX 4848,POCATELLO,ID,83205,826006745,1,233508999,,,,,,,,,Florida ELT / Lienholder Source List
IDAHO FIRST BANK,IDAHO FIRST BANK,1100 W IDAHO ST STE 600,BOISE,ID,83702,202307374,2,609365725,,,,,,,,,Florida ELT / Lienholder Source List
IDB GLOBAL FEDERAL CREDIT UNION,IDB GLOBAL FEDERAL CREDIT UNION,1300 NEW YORK AVE NW,WASHINGTON,DC,20577,530260404,1,609368293,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL ACCEPTANCE CO.,IDEAL ACCEPTANCE,5435 S US HWY 1,FORT PIERCE,FL,34982,593142203,1,200064664,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL AUTO CENTER INC,IDEAL AUTO CENTER,PO BOX 616148,ORLANDO,FL,32861,851669688,2,264865267,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL CAR SOLUTIONS LLC,IDEAL CAR SOLUTIONS,1455 W LANDSTREET RD STE 424,ORLANDO,FL,32824,844824834,2,604180399,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL CREDIT UNION,IDEAL CREDIT UNION,8499 TAMARACK RD,WOODBURY,MN,55125,410519270,3,239014959,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL MOTORS OF OAK HILL LLC,IDEAL MOTORS OF OAK HILL,655 N US HWY 1,OAK HILL,FL,32759,450949972,1,233661211,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL MOTORS OF TAMPA,IDEAL MOTORS OF TAMPA,9106 N FLORIDA AVE,TAMPA,FL,33604,475323889,2,245750483,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL USED CARS INC,IDEAL USED CARS,2733 FOWLER ST,FORT MYERS,FL,33901,260821368,2,234108301,,,,,,,,,Florida ELT / Lienholder Source List
IDEAL WHEELS,IDEAL WHEELS,502 N FLORIDA AVE,LAKELAND,FL,33801,853597728,2,602502811,,,,,,,,,Florida ELT / Lienholder Source List
"IDL RENTALS, LLC",IDL RENTALS,101 E PARK BLVD STE 600,PLANO,TX,75074,863403493,1,610009367,,,,,,,,,Florida ELT / Lienholder Source List
IDRIVE,IDRIVE,19001 NW 2ND AVE,MIAMI GARDENS,FL,33169,465397129,2,241894169,,,,,,,,,Florida ELT / Lienholder Source List
IDRIVE CAR CLUB,IDRIVE CAR CLUB,2431 ST JOHNS BLUFF RD STE 113,JACKSONVILLE,FL,32246,461381940,2,240780013,,,,,,,,,Florida ELT / Lienholder Source List
"IDRIVE MOTORS, LLC.",IDRIVE MOTORS,5853 HAINES RD N,ST PETERSBURG,FL,33714,471861618,2,241312867,,,,,,,,,Florida ELT / Lienholder Source List
"IDRIVE MOTORSPORT, LLC",IDRIVE MOTORSPORT,1997 WARNER DR,CHULUOTA,FL,32766,832133113,2,260613071,,,,,,,,,Florida ELT / Lienholder Source List
IF CARS LLC,IF CARS,11641 US HIGHWAY 19 N,CLEARWATER,FL,33764,861240172,2,609304551,,,,,,,,,Florida ELT / Lienholder Source List
IFA BROTHERS AUTO SALES,IFA BROTHERS AUTO SALES,2650 FOWLER ST,FORT MYERS,FL,33901,863193790,2,633554679,,,,,,,,,Florida ELT / Lienholder Source List
IFIND AUTOS LLC,IFIND AUTOS,66 W FLAGLER ST STE 900,MIAMI,FL,33130,333506052,2,634212645,,,,,,,,,Florida ELT / Lienholder Source List
IGEAR LLC,IGEAR,506 ORANGE DR APT 27,ALTAMONTE SPRINGS,FL,32701,300683257,2,236119949,,,,,,,,,Florida ELT / Lienholder Source List
IGGYS AUTO SALES INC,IGGYS AUTO SALES,317 W 1ST ST,SANFORD,FL,32771,824909288,2,605205943,,,,,,,,,Florida ELT / Lienholder Source List
IGNITE CREDIT UNION,IGNITE CREDIT UNION,115 RIVERSIDE DR,BATTLECREEK,MI,49015,381480245,1,202830142,,,,,,,,,Florida ELT / Lienholder Source List
IGOR & COMPANY LLC,IGOR,13362 NW 42ND AVE,OPA LOCKA,FL,33054,275553724,2,235709481,,,,,,,,,Florida ELT / Lienholder Source List
IGOR BURBEL CYCLES LLC,IGOR BURBEL CYCLES,5725 N W ST,PENSACOLA,FL,32505,463383645,2,249402581,,,,,,,,,Florida ELT / Lienholder Source List
IGOTCARS,IGOTCARS,PO BOX 38484,HOUSTON,TX,77238,884190385,2,615993539,,,,,,,,,Florida ELT / Lienholder Source List
IGR AUTO SALES,IGR AUTO SALES,2598 N ORANGE BLOSSOM TRL,KISSIMMEE,FL,34744,934782957,2,633316829,,,,,,,,,Florida ELT / Lienholder Source List
IH CREDIT UNION,IH CREDIT UNION,5000 URBANA RD,SPRINGFIELD,OH,45502,310502711,2,254790559,,,,,,,,,Florida ELT / Lienholder Source List
IH MISSISSIPPI VALLEY CREDIT UNION,IH MISSISSIPPI VALLEY CREDIT UNION,2500 RIVER DR,MOLINE,IL,61265,362523206,3,234576247,,,,,,,,,Florida ELT / Lienholder Source List
IHVH AUTO SALES,IHVH AUTO SALES,5425 W HALLANDALE BCH BLVD,WEST PARK,FL,33023,510495792,2,234558723,,,,,,,,,Florida ELT / Lienholder Source List
IJARA 3. O TRUST 2020-2,IJARA 3 O TRUST 2020 2,C O LORD SECURITIES 48 WALL ST 27TH FL,NEW YORK,NY,10005,856808998,1,608369051,,,,,,,,,Florida ELT / Lienholder Source List
IJARAH 3. 0 TRUST 2020-1,IJARAH 3 0 TRUST 2020 1,C/O LORD SECURITIES CORPORATION 48 WALL STREET FL,NEW YORK,NY,10005,856148772,1,604497375,,,,,,,,,Florida ELT / Lienholder Source List
IJARAH 4. 0 TRUST 2020. 2,IJARAH 4 0 TRUST 2020 2,C/O LORD SECURITIES CORP 48 WALL STREET 27TH FL,NEW YORK,NY,10005,856442991,1,603214483,,,,,,,,,Florida ELT / Lienholder Source List
IKONIC AUTO WHOLESALERS INC,IKONIC AUTO WHOLESALERS,PO BOX 13576,FORT PIERCE,FL,34979,833569014,2,260850893,,,,,,,,,Florida ELT / Lienholder Source List
IKT CORPORATION,IKT,6424 ARLINGTON EXPY,JACKSONVILLE,FL,32211,461428349,2,234332567,,,,,,,,,Florida ELT / Lienholder Source List
IL PROFFESSIONAL EQUIPMENT INSTALLATION,IL PROFFESSIONAL EQUIPMENT INSTALLATION,565 W 26TH ST,HIALEAH,FL,33010,275458288,3,618115497,,,,,,,,,Florida ELT / Lienholder Source List
ILLIANA FINANCIAL CREDIT UNION,ILLIANA FINANCIAL CREDIT UNION,1600 HUNTINGTON DR POB 1249,CALUMET CITY,IL,60409,351053425,2,206223951,,,,,,,,,Florida ELT / Lienholder Source List
ILLINOIS COMMUNITY CREDIT UNION,ILLINOIS COMMUNITY CREDIT UNION,3268 PROGRESS WAY BLDG 12 MSC-5020,WILMINGTON,OH,45177,361848945,1,206991892,,,,,,,,,Florida ELT / Lienholder Source List
ILLINOIS EDUCATORS CREDIT UNION,ILLINOIS EDUCATORS CREDIT UNION,1420 S 8TH ST,SPRINGFIELD,IL,62703,370771458,2,251521353,,,,,,,,,Florida ELT / Lienholder Source List
ILLINOIS STATE CREDIT UNION,ILLINOIS STATE CREDIT UNION,1309 S CENTER ST,NORMAL,IL,61761,370805312,1,208017943,,,,,,,,,Florida ELT / Lienholder Source List
ILWU FEDERAL CREDIT UNION,ILWU FEDERAL CREDIT UNION,PO BOX 7629,LONG BEACH,CA,90807,951786417,2,618690701,,,,,,,,,Florida ELT / Lienholder Source List
IMAGEN AUTOSALE INC,IMAGEN AUTOSALE,3960 1ST AVE NW,NAPLES,FL,34119,811365994,2,249202407,,,,,,,,,Florida ELT / Lienholder Source List
IMAGINE AUTO BROKERS,IMAGINE AUTO BROKERS,1220 W STATE ROAD 436,ALTAMONTE SPRINGS,FL,32714,465013179,2,238227935,,,,,,,,,Florida ELT / Lienholder Source List
IMAGINE CARS,IMAGINE CARS,7329 E COLONIAL DR,ORLANDO,FL,32807,593626785,1,233585115,,,,,,,,,Florida ELT / Lienholder Source List
IMAGINE POWER SPORTS INC/IMAGINE POWERSPORTS,IMAGINE POWER SPORTS IMAGINE POWERSPORTS,6127 OLD CHENEY HWY,ORLANDO,FL,32807,461178588,2,242801215,,,,,,,,,Florida ELT / Lienholder Source List
IMAX AUTO SALES LLC,IMAX AUTO SALES,13200 N NEBRASKA AVE UNIT C,TAMPA,FL,33612,862155285,2,605199927,,,,,,,,,Florida ELT / Lienholder Source List
IMPACT AUTO DEPOT,IMPACT AUTO DEPOT,4245 E 8TH AVE,HIALEAH,FL,33013,811031271,2,259018039,,,,,,,,,Florida ELT / Lienholder Source List
IMPACT AUTO GROUP INC,IMPACT AUTO GROUP,10495 NW 27TH AVE,MIAMI,FL,33147,932310350,2,630065083,,,,,,,,,Florida ELT / Lienholder Source List
IMPACT AUTO SALES,IMPACT AUTO SALES,2421 N US 1,FORT PIERCE,FL,34946,208674109,2,234193031,,,,,,,,,Florida ELT / Lienholder Source List
IMPACT CREDIT UNION,IMPACT CREDIT UNION,1455 W MCPHERSON HWY,CLYDE,OH,43410,344431845,2,240891315,,,,,,,,,Florida ELT / Lienholder Source List
"IMPERIAL AUTO SALES, LLC",IMPERIAL AUTO SALES,4775 NW 157TH ST # 7MIAMI,HIALEAH,FL,33014,462667668,2,235507177,,,,,,,,,Florida ELT / Lienholder Source List
"IMPERIAL CAPITAL CARS, INC.",IMPERIAL CAPITAL CARS,1800 S STAT RD 7,MIRAMAR,FL,33023,651104797,2,251723073,,,,,,,,,Florida ELT / Lienholder Source List
"IMPERIAL CAR SALES, CORP.",IMPERIAL CAR SALES,27300 S DIXIE HWY,HOMESTEAD,FL,33032,542123718,2,234108839,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIAL MOTOR CARS OF FLORIDA,IMPERIAL MOTOR CARS OF FLORIDA,9145 66TH ST N,PINELLAS PARK,FL,33782,852739199,2,600685851,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIAL MOTORS GROUP INC.,IMPERIAL MOTORS GROUP,7191 N WATERWAY DR,MIAMI,FL,33155,881696329,2,620076409,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIAL S-P CORP DBA S-P MOBILE HOME PARK,IMPERIAL S P DBA S P MOBILE HOME PARK,780 W DAVIDSON ST STE A,BARTOW,FL,33830,591631673,2,240555535,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIAL SALES & LEASING INC,IMPERIAL SALES LEASING,1000 N MILLS AVE,ORLANDO,FL,32803,593566083,2,233642773,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIAL Z MOTORS,IMPERIAL Z MOTORS,1626 RIDGEMOOR DR,MASCOTTE,FL,34753,812815689,2,250658111,,,,,,,,,Florida ELT / Lienholder Source List
IMPERIUM AUTO MOTOR,IMPERIUM AUTO MOTOR,201 LYMAN PL,WEST PALM BEACH,FL,33409,475347446,2,603716143,,,,,,,,,Florida ELT / Lienholder Source List
IMPORT AND EXPORT D&D CAR SALES INC.,IMPORT AND EXPORT D D CAR SALES,7228 CLARCONA OCOEE RD UNIT 291,CLARCONA,FL,32710,842844119,2,262243985,,,,,,,,,Florida ELT / Lienholder Source List
"IMPORT AUTO BROKERS, INC",IMPORT AUTO BROKERS,890 CASSAT AVE,JACKSONVILLE,FL,32205,593228350,2,233737755,,,,,,,,,Florida ELT / Lienholder Source List
IMPORT AUTO CENTER LLC,IMPORT AUTO CENTER,2110 W HILLSBOROUGH AVE,TAMPA,FL,33603,884149137,2,620437693,,,,,,,,,Florida ELT / Lienholder Source List
IMPORT AUTO SALES INC,IMPORT AUTO SALES,5228 34TH ST N,ST PETERSBURG,FL,33714,800289161,2,235287207,,,,,,,,,Florida ELT / Lienholder Source List
IMPORT AUTO SERVICES & SALES,IMPORT AUTO SERVICES SALES,4816 GA HIGHWAY 202,THOMASVILLE,GA,31757,582600134,1,208760101,,,,,,,,,Florida ELT / Lienholder Source List
"IMPORT PLUS AUTO SALES, INC",IMPORT PLUS AUTO SALES,5824 BUFOR HWY,NORCROSS,GA,30071,582372894,2,253913877,,,,,,,,,Florida ELT / Lienholder Source List
IMPORT PLUS LLC,IMPORT PLUS,847 N ANDREWS AVE,FORT LAUDERDALE,FL,33311,205885521,3,233602841,,,,,,,,,Florida ELT / Lienholder Source List
IMPORTS COLLECTION INC,IMPORTS COLLECTION,1861 NW 97 AVE,DORAL,FL,33172,611586144,2,233747327,,,,,,,,,Florida ELT / Lienholder Source List
IMPORTS UNLIMITED OF NAPLES INC.,IMPORTS UNLIMITED OF NAPLES,2300 DAVIS BLVD,NAPLES,FL,34104,274345499,2,234648797,,,,,,,,,Florida ELT / Lienholder Source List
IMPRESSION AUTO SERVICE LLC / IMPRESSION AUTO SALES,IMPRESSION AUTO SERVICE IMPRESSION AUTO SALES,3680 E INDUSTRIAL WAY,RIVIERA BEACH,FL,33404,994826176,2,634391851,,,,,,,,,Florida ELT / Lienholder Source List
"IMPRESSIVE AUTO SALES, INC.",IMPRESSIVE AUTO SALES,4108 NW 135TH ST # 110,OPA LOCKA,FL,33054,450906757,1,233988261,,,,,,,,,Florida ELT / Lienholder Source List
IMSA USA INC DBA TOP MOTORS,IMSA USA DBA TOP MOTORS,8347 NW 68 ST,MIAMI,FL,33166,43603323,2,233566895,,,,,,,,,Florida ELT / Lienholder Source List
IN LINE AUTO SALES,IN LINE AUTO SALES,4112 23RD PL SW,NAPLES,FL,34116,475186632,2,261491493,,,,,,,,,Florida ELT / Lienholder Source List
IN MOTION AUTO SALES,IN MOTION AUTO SALES,1190 S NOVA RD UNIT B,ORMOND BEACH,FL,32174,863945725,2,609148359,,,,,,,,,Florida ELT / Lienholder Source List
IN N OUT AUTO SALES,IN N OUT AUTO SALES,2530 COUNTRY CLUB RD,SANFORD,FL,32771,300595496,0,233759749,,,,,,,,,Florida ELT / Lienholder Source List
IN STOCK AUTO OUTLET LLC,IN STOCK AUTO OUTLET,5450 SAPLING SPROUT DR,ORLANDO,FL,32829,872077628,2,606732799,,,,,,,,,Florida ELT / Lienholder Source List
IN TUNE PERFORMANCE LLC DBA ACTION AUTO GROUP,IN TUNE PERFORMANCE DBA ACTION AUTO GROUP,10220 JEPSON ST,ORLANDO,FL,32825,991242974,2,631506683,,,,,,,,,Florida ELT / Lienholder Source List
IN-HOUSE AUTO SALES LLC,IN HOUSE AUTO SALES,12007 E US HIGHWAY 92,SEFFNER,FL,33584,934263005,2,623882671,,,,,,,,,Florida ELT / Lienholder Source List
"INB, NATIONAL ASSOCIATION",INB NATIONAL ASSOCIATION,322 E CAPITOL AVE,SPRINGFIELD,IL,62701,370274319,1,615953817,,,,,,,,,Florida ELT / Lienholder Source List
INBAK CAR INC,INBAK CAR,1971 NW 34 AVE,MIAMI,FL,33125,462052926,2,234799973,,,,,,,,,Florida ELT / Lienholder Source List
